"","Coverage","Width","Method","Rho","d"
"870",0.84525,6.51123852969019,"Lei_inexact","rho = 0",1
"871",0.805375,5.85993265029734,"Lei_inexact","rho = 0",1
"872",0.79575,5.942401969141,"Lei_inexact","rho = 0",1
"873",0.835,6.65243421726745,"Lei_inexact","rho = 0",1
"874",0.8325,6.41467149485752,"Lei_inexact","rho = 0",1
"875",0.821625,6.11033294653646,"Lei_inexact","rho = 0",1
"876",0.83975,6.56894346368962,"Lei_inexact","rho = 0",1
"877",0.8375,6.79216521284091,"Lei_inexact","rho = 0",1
"878",0.788125,5.69908525970486,"Lei_inexact","rho = 0",1
"879",0.811375,6.22113677457705,"Lei_inexact","rho = 0",1
"880",0.7975,5.76760935156749,"Lei_inexact","rho = 0",1
"881",0.8035,5.92886336780363,"Lei_inexact","rho = 0",1
"882",0.82025,6.12904870431344,"Lei_inexact","rho = 0",1
"883",0.8285,6.29045668318356,"Lei_inexact","rho = 0",1
"884",0.832,6.45190316471861,"Lei_inexact","rho = 0",1
"885",0.805,5.99258786119153,"Lei_inexact","rho = 0",1
"886",0.760625,5.45622065857916,"Lei_inexact","rho = 0",1
"887",0.835625,6.44668501620861,"Lei_inexact","rho = 0",1
"888",0.82725,6.3910677905642,"Lei_inexact","rho = 0",1
"889",0.838875,6.47882188881733,"Lei_inexact","rho = 0",1
"890",0.823625,6.19152377069083,"Lei_inexact","rho = 0",1
"891",0.861875,6.79717822521736,"Lei_inexact","rho = 0",1
"892",0.810875,5.93835943523661,"Lei_inexact","rho = 0",1
"893",0.80325,5.9544615344534,"Lei_inexact","rho = 0",1
"894",0.85825,6.86850326851099,"Lei_inexact","rho = 0",1
"895",0.81825,6.18129014455556,"Lei_inexact","rho = 0",1
"896",0.839625,6.65808623640075,"Lei_inexact","rho = 0",1
"897",0.78375,5.89337390615209,"Lei_inexact","rho = 0",1
"898",0.820625,6.08602605980475,"Lei_inexact","rho = 0",1
"899",0.859,6.78342417598063,"Lei_inexact","rho = 0",1
"900",0.827125,6.42444322094714,"Lei_inexact","rho = 0",1
"901",0.9975,14.9760152196803,"Lei_exact","rho = 0",1
"902",0.997,14.4416116051287,"Lei_exact","rho = 0",1
"903",0.9935,12.9211249767728,"Lei_exact","rho = 0",1
"904",0.997875,14.1883544830148,"Lei_exact","rho = 0",1
"905",0.993875,12.6782302661584,"Lei_exact","rho = 0",1
"906",0.995125,13.0804081920841,"Lei_exact","rho = 0",1
"907",0.998125,13.8076553653991,"Lei_exact","rho = 0",1
"908",0.9945,12.9913165172859,"Lei_exact","rho = 0",1
"909",0.996875,13.5283051688764,"Lei_exact","rho = 0",1
"910",0.99525,13.2151074805156,"Lei_exact","rho = 0",1
"911",0.997875,14.1192577681684,"Lei_exact","rho = 0",1
"912",0.99425,13.2246197857222,"Lei_exact","rho = 0",1
"913",0.997,13.7720878788626,"Lei_exact","rho = 0",1
"914",0.99275,12.7338497830198,"Lei_exact","rho = 0",1
"915",0.998375,14.6438703861309,"Lei_exact","rho = 0",1
"916",0.99725,13.5747391626357,"Lei_exact","rho = 0",1
"917",0.9935,12.4664709286436,"Lei_exact","rho = 0",1
"918",0.99025,11.9917312430605,"Lei_exact","rho = 0",1
"919",0.998875,15.5856564467634,"Lei_exact","rho = 0",1
"920",0.996625,13.5776266152452,"Lei_exact","rho = 0",1
"921",0.995875,13.3058447577659,"Lei_exact","rho = 0",1
"922",0.996375,13.3083595439352,"Lei_exact","rho = 0",1
"923",0.995,13.5768058998434,"Lei_exact","rho = 0",1
"924",0.995,12.7685442783664,"Lei_exact","rho = 0",1
"925",0.9955,13.033380234865,"Lei_exact","rho = 0",1
"926",0.997625,14.2175390114729,"Lei_exact","rho = 0",1
"927",0.9985,14.9061321726534,"Lei_exact","rho = 0",1
"928",0.993875,12.9485998956299,"Lei_exact","rho = 0",1
"929",0.993,12.8785023643381,"Lei_exact","rho = 0",1
"930",0.9985,13.7580353732263,"Lei_exact","rho = 0",1
"931",0.997,13.8365653488759,"Lei_exact","rho = 0",1
"932",0.99725,13.6904879797349,"Lei_exact","rho = 0",1
"933",0.997875,14.5482177063691,"Lei_exact","rho = 0",1
"934",0.996125,13.4282214517044,"Lei_exact","rho = 0",1
"935",0.989875,11.7902022911506,"Lei_exact","rho = 0",1
"936",0.992875,12.4370154950187,"Lei_exact","rho = 0",1
"937",0.99325,12.6305356663367,"Lei_exact","rho = 0",1
"938",0.996,13.5550627845443,"Lei_exact","rho = 0",1
"939",0.995875,13.0895260967292,"Lei_exact","rho = 0",1
"940",0.996375,13.765669735786,"Lei_exact","rho = 0",1
"941",0.997125,13.579588157142,"Lei_exact","rho = 0",1
"942",0.99925,15.132231953659,"Lei_exact","rho = 0",1
"943",0.99125,12.1093643255714,"Lei_exact","rho = 0",1
"944",0.9965,13.7570160438911,"Lei_exact","rho = 0",1
"945",0.997,14.2618340848812,"Lei_exact","rho = 0",1
"946",0.995125,13.6050049663898,"Lei_exact","rho = 0",1
"947",0.99625,14.3639877622483,"Lei_exact","rho = 0",1
"948",0.998,14.3155521280111,"Lei_exact","rho = 0",1
"949",0.999,15.0386731978155,"Lei_exact","rho = 0",1
"950",0.992625,12.2483557260524,"Lei_exact","rho = 0",1
"951",0.90075,9.11325747809869,"CMC","rho = 0",1
"952",0.89575,8.88847881988131,"CMC","rho = 0",1
"953",0.8785,9.02951176023505,"CMC","rho = 0",1
"954",0.905375,9.3896535436945,"CMC","rho = 0",1
"955",0.897125,8.67939529867417,"CMC","rho = 0",1
"956",0.911,9.34218861362062,"CMC","rho = 0",1
"957",0.900375,9.33811609024751,"CMC","rho = 0",1
"958",0.912875,9.40559995299219,"CMC","rho = 0",1
"959",0.90575,9.15787871195053,"CMC","rho = 0",1
"960",0.910125,9.52672354607396,"CMC","rho = 0",1
"961",0.904375,9.25438855869175,"CMC","rho = 0",1
"962",0.8945,8.93216523438567,"CMC","rho = 0",1
"963",0.923,9.59054997214547,"CMC","rho = 0",1
"964",0.888875,8.80974925675012,"CMC","rho = 0",1
"965",0.888875,9.01795756959822,"CMC","rho = 0",1
"966",0.899625,9.14590285071467,"CMC","rho = 0",1
"967",0.9005,9.07230612276421,"CMC","rho = 0",1
"968",0.898,9.17199454572744,"CMC","rho = 0",1
"969",0.91025,9.63581782759902,"CMC","rho = 0",1
"970",0.90175,8.96210910236338,"CMC","rho = 0",1
"971",0.896375,8.88869410505878,"CMC","rho = 0",1
"972",0.90875,9.47022695510129,"CMC","rho = 0",1
"973",0.88125,8.80438872476358,"CMC","rho = 0",1
"974",0.89675,8.96390495174078,"CMC","rho = 0",1
"975",0.8935,9.19301865148141,"CMC","rho = 0",1
"976",0.90625,9.03115746545851,"CMC","rho = 0",1
"977",0.903125,9.13746290384837,"CMC","rho = 0",1
"978",0.884875,8.74569543866187,"CMC","rho = 0",1
"979",0.89875,9.20869849711181,"CMC","rho = 0",1
"980",0.903625,9.07485251477929,"CMC","rho = 0",1
"981",0.89375,9.08291366711841,"CMC","rho = 0",1
"982",0.900875,9.10956356582079,"CMC","rho = 0",1
"983",0.89925,8.99545681608262,"CMC","rho = 0",1
"984",0.894,9.03184414156293,"CMC","rho = 0",1
"985",0.893625,8.68877943205353,"CMC","rho = 0",1
"986",0.8975,8.88791400198233,"CMC","rho = 0",1
"987",0.893875,8.98494233259265,"CMC","rho = 0",1
"988",0.907625,9.13745910812384,"CMC","rho = 0",1
"989",0.921875,9.61005064241883,"CMC","rho = 0",1
"990",0.89975,9.07061261994397,"CMC","rho = 0",1
"991",0.90175,8.97625634177466,"CMC","rho = 0",1
"992",0.895375,8.96421511129523,"CMC","rho = 0",1
"993",0.90825,9.54566357916,"CMC","rho = 0",1
"994",0.916125,9.67560949657974,"CMC","rho = 0",1
"995",0.88925,9.03114497221724,"CMC","rho = 0",1
"996",0.907875,9.25451457484115,"CMC","rho = 0",1
"997",0.893,8.94477227428034,"CMC","rho = 0",1
"998",0.881625,8.66068102436256,"CMC","rho = 0",1
"999",0.91625,9.70854533616342,"CMC","rho = 0",1
"1000",0.904375,9.24870301603598,"CMC","rho = 0",1
"1001",0.869125,7.51142888371741,"DR","rho = 0",1
"1002",0.85975,7.23840612401414,"DR","rho = 0",1
"1003",0.856625,7.35501581984932,"DR","rho = 0",1
"1004",0.854875,7.21392144731923,"DR","rho = 0",1
"1005",0.848875,6.92262631275747,"DR","rho = 0",1
"1006",0.873625,7.4965174449498,"DR","rho = 0",1
"1007",0.8715,7.53157822725682,"DR","rho = 0",1
"1008",0.8855,7.61323853422856,"DR","rho = 0",1
"1009",0.87325,7.46883819298113,"DR","rho = 0",1
"1010",0.86975,7.48736736594763,"DR","rho = 0",1
"1011",0.88225,7.55211143356343,"DR","rho = 0",1
"1012",0.85875,7.18986207060363,"DR","rho = 0",1
"1013",0.845125,7.10033203005155,"DR","rho = 0",1
"1014",0.839375,6.9361535603423,"DR","rho = 0",1
"1015",0.872375,7.47267474933115,"DR","rho = 0",1
"1016",0.862,7.38701555400063,"DR","rho = 0",1
"1017",0.861,7.28149598787786,"DR","rho = 0",1
"1018",0.858125,7.15263430048897,"DR","rho = 0",1
"1019",0.87325,7.47059278272033,"DR","rho = 0",1
"1020",0.862,7.24035549087123,"DR","rho = 0",1
"1021",0.841625,7.02379459391389,"DR","rho = 0",1
"1022",0.87875,7.5180863318588,"DR","rho = 0",1
"1023",0.84325,7.21423527853191,"DR","rho = 0",1
"1024",0.871625,7.47860532991092,"DR","rho = 0",1
"1025",0.853,7.16921723056655,"DR","rho = 0",1
"1026",0.865625,7.37850369126024,"DR","rho = 0",1
"1027",0.868875,7.50766211622818,"DR","rho = 0",1
"1028",0.83725,6.90105835945543,"DR","rho = 0",1
"1029",0.866375,7.31270354797797,"DR","rho = 0",1
"1030",0.871375,7.44560180842469,"DR","rho = 0",1
"1031",0.85375,7.2662865280825,"DR","rho = 0",1
"1032",0.8615,7.34678985733795,"DR","rho = 0",1
"1033",0.874375,7.5612105535197,"DR","rho = 0",1
"1034",0.8765,7.66232140931341,"DR","rho = 0",1
"1035",0.845,7.00686087984773,"DR","rho = 0",1
"1036",0.858125,7.24854707762764,"DR","rho = 0",1
"1037",0.858125,7.30571282040189,"DR","rho = 0",1
"1038",0.869125,7.38393974340215,"DR","rho = 0",1
"1039",0.887875,7.70169186956803,"DR","rho = 0",1
"1040",0.865625,7.38101202924093,"DR","rho = 0",1
"1041",0.88075,7.57313771736071,"DR","rho = 0",1
"1042",0.876,7.42554980399147,"DR","rho = 0",1
"1043",0.855125,7.22010339322073,"DR","rho = 0",1
"1044",0.8885,7.78825741963833,"DR","rho = 0",1
"1045",0.864125,7.41430848554154,"DR","rho = 0",1
"1046",0.843625,6.9831700473505,"DR","rho = 0",1
"1047",0.854,7.22183361065914,"DR","rho = 0",1
"1048",0.845,7.02924230550018,"DR","rho = 0",1
"1049",0.8755,7.58360875395064,"DR","rho = 0",1
"1050",0.86425,7.33414992513684,"DR","rho = 0",1
"1051",0.902625,8.98404109111834,"D_rho","rho = -0.5",1
"1052",0.89925,8.47928461813095,"D_rho","rho = -0.5",1
"1053",0.885125,8.29107009146447,"D_rho","rho = -0.5",1
"1054",0.92025,9.39378796558982,"D_rho","rho = -0.5",1
"1055",0.906,8.89212351766728,"D_rho","rho = -0.5",1
"1056",0.908125,8.79526529755864,"D_rho","rho = -0.5",1
"1057",0.917625,9.20047616755873,"D_rho","rho = -0.5",1
"1058",0.90425,8.95579809524853,"D_rho","rho = -0.5",1
"1059",0.910375,9.06008388673461,"D_rho","rho = -0.5",1
"1060",0.87175,8.03089922526788,"D_rho","rho = -0.5",1
"1061",0.90225,8.85287455747272,"D_rho","rho = -0.5",1
"1062",0.885375,8.53662942480205,"D_rho","rho = -0.5",1
"1063",0.908625,9.15508846584513,"D_rho","rho = -0.5",1
"1064",0.906875,9.10807503589416,"D_rho","rho = -0.5",1
"1065",0.90775,9.06020459521381,"D_rho","rho = -0.5",1
"1066",0.904375,8.97800477708925,"D_rho","rho = -0.5",1
"1067",0.906375,9.02817640256489,"D_rho","rho = -0.5",1
"1068",0.912125,9.08833483335302,"D_rho","rho = -0.5",1
"1069",0.88275,8.3989634160741,"D_rho","rho = -0.5",1
"1070",0.882375,8.3518338697704,"D_rho","rho = -0.5",1
"1071",0.91675,9.43498694256546,"D_rho","rho = -0.5",1
"1072",0.871,8.23570794562042,"D_rho","rho = -0.5",1
"1073",0.886125,8.32704668480358,"D_rho","rho = -0.5",1
"1074",0.8935,8.44440471094942,"D_rho","rho = -0.5",1
"1075",0.901,8.77391946541126,"D_rho","rho = -0.5",1
"1076",0.876,8.34221856121018,"D_rho","rho = -0.5",1
"1077",0.900625,8.81281900290379,"D_rho","rho = -0.5",1
"1078",0.902625,8.87304545323178,"D_rho","rho = -0.5",1
"1079",0.907,8.90948474077118,"D_rho","rho = -0.5",1
"1080",0.897875,8.75521200615805,"D_rho","rho = -0.5",1
"1081",0.890875,8.68934054791911,"D_rho","rho = -0.5",1
"1082",0.90075,8.76452907575562,"D_rho","rho = -0.5",1
"1083",0.899625,8.94416605977283,"D_rho","rho = -0.5",1
"1084",0.911125,9.09202798681304,"D_rho","rho = -0.5",1
"1085",0.87775,8.231785272076,"D_rho","rho = -0.5",1
"1086",0.928,9.62682148827985,"D_rho","rho = -0.5",1
"1087",0.883,8.39821524929226,"D_rho","rho = -0.5",1
"1088",0.90425,8.71871801704873,"D_rho","rho = -0.5",1
"1089",0.903625,8.89231643211532,"D_rho","rho = -0.5",1
"1090",0.890125,8.49554796465045,"D_rho","rho = -0.5",1
"1091",0.904875,9.00841633984518,"D_rho","rho = -0.5",1
"1092",0.910625,8.9533851093077,"D_rho","rho = -0.5",1
"1093",0.913125,9.29032132406831,"D_rho","rho = -0.5",1
"1094",0.887,8.70518218345673,"D_rho","rho = -0.5",1
"1095",0.87225,8.02265980731588,"D_rho","rho = -0.5",1
"1096",0.89725,8.94368969238159,"D_rho","rho = -0.5",1
"1097",0.908125,8.82457447295521,"D_rho","rho = -0.5",1
"1098",0.918,9.2320270902027,"D_rho","rho = -0.5",1
"1099",0.90125,8.62809005305873,"D_rho","rho = -0.5",1
"1100",0.8885,8.37802209180775,"D_rho","rho = -0.5",1
"1101",0.906375,9.01104915009557,"D_rho_with_CI","rho = -0.5",1
"1102",0.90325,8.53875357089754,"D_rho_with_CI","rho = -0.5",1
"1103",0.886625,8.32489532057113,"D_rho_with_CI","rho = -0.5",1
"1104",0.922625,9.41674505428866,"D_rho_with_CI","rho = -0.5",1
"1105",0.909125,8.9270622108893,"D_rho_with_CI","rho = -0.5",1
"1106",0.910375,8.83339246150419,"D_rho_with_CI","rho = -0.5",1
"1107",0.92,9.28453407208416,"D_rho_with_CI","rho = -0.5",1
"1108",0.904375,8.92466716021699,"D_rho_with_CI","rho = -0.5",1
"1109",0.911,9.0876074583886,"D_rho_with_CI","rho = -0.5",1
"1110",0.875125,8.0472771837746,"D_rho_with_CI","rho = -0.5",1
"1111",0.904,8.88419807817175,"D_rho_with_CI","rho = -0.5",1
"1112",0.886625,8.58875920078525,"D_rho_with_CI","rho = -0.5",1
"1113",0.90475,9.0425932753686,"D_rho_with_CI","rho = -0.5",1
"1114",0.908125,9.12231377260037,"D_rho_with_CI","rho = -0.5",1
"1115",0.9075,9.07958905938429,"D_rho_with_CI","rho = -0.5",1
"1116",0.905875,8.99714041128388,"D_rho_with_CI","rho = -0.5",1
"1117",0.908,9.06693462050369,"D_rho_with_CI","rho = -0.5",1
"1118",0.91325,9.11574329993215,"D_rho_with_CI","rho = -0.5",1
"1119",0.891125,8.57439847587992,"D_rho_with_CI","rho = -0.5",1
"1120",0.883375,8.41304855904559,"D_rho_with_CI","rho = -0.5",1
"1121",0.91825,9.47361414684149,"D_rho_with_CI","rho = -0.5",1
"1122",0.869,8.1995234885934,"D_rho_with_CI","rho = -0.5",1
"1123",0.896375,8.54934439756413,"D_rho_with_CI","rho = -0.5",1
"1124",0.895375,8.48869439780982,"D_rho_with_CI","rho = -0.5",1
"1125",0.899625,8.72463287860003,"D_rho_with_CI","rho = -0.5",1
"1126",0.879,8.36987515309586,"D_rho_with_CI","rho = -0.5",1
"1127",0.897875,8.74640424524448,"D_rho_with_CI","rho = -0.5",1
"1128",0.905,8.91280085813245,"D_rho_with_CI","rho = -0.5",1
"1129",0.907375,8.92921420229601,"D_rho_with_CI","rho = -0.5",1
"1130",0.8985,8.75109921943807,"D_rho_with_CI","rho = -0.5",1
"1131",0.894875,8.75918084239942,"D_rho_with_CI","rho = -0.5",1
"1132",0.901875,8.7935366521132,"D_rho_with_CI","rho = -0.5",1
"1133",0.9,8.92428453703469,"D_rho_with_CI","rho = -0.5",1
"1134",0.9045,8.85817399367322,"D_rho_with_CI","rho = -0.5",1
"1135",0.881,8.27840589819314,"D_rho_with_CI","rho = -0.5",1
"1136",0.927875,9.59168237968632,"D_rho_with_CI","rho = -0.5",1
"1137",0.883625,8.43449505271577,"D_rho_with_CI","rho = -0.5",1
"1138",0.906125,8.76808178722415,"D_rho_with_CI","rho = -0.5",1
"1139",0.906125,8.92533901384087,"D_rho_with_CI","rho = -0.5",1
"1140",0.895375,8.52452514647016,"D_rho_with_CI","rho = -0.5",1
"1141",0.91025,9.05628890665033,"D_rho_with_CI","rho = -0.5",1
"1142",0.91175,8.92784154726219,"D_rho_with_CI","rho = -0.5",1
"1143",0.914625,9.24869871528729,"D_rho_with_CI","rho = -0.5",1
"1144",0.889375,8.73930169639671,"D_rho_with_CI","rho = -0.5",1
"1145",0.876,8.06839714825597,"D_rho_with_CI","rho = -0.5",1
"1146",0.899625,9.00151616127279,"D_rho_with_CI","rho = -0.5",1
"1147",0.910875,8.91393259219872,"D_rho_with_CI","rho = -0.5",1
"1148",0.92025,9.26819074671113,"D_rho_with_CI","rho = -0.5",1
"1149",0.905375,8.70564176078437,"D_rho_with_CI","rho = -0.5",1
"1150",0.88925,8.4220041658057,"D_rho_with_CI","rho = -0.5",1
"1151",0.925375,9.60018131453314,"D_rho_0.25","rho = -0.5",1
"1152",0.92125,9.09588201846577,"D_rho_0.25","rho = -0.5",1
"1153",0.906,8.83434726902546,"D_rho_0.25","rho = -0.5",1
"1154",0.940125,10.0555381476392,"D_rho_0.25","rho = -0.5",1
"1155",0.92825,9.49067980131331,"D_rho_0.25","rho = -0.5",1
"1156",0.926,9.36100182006802,"D_rho_0.25","rho = -0.5",1
"1157",0.934125,9.77780680348412,"D_rho_0.25","rho = -0.5",1
"1158",0.925,9.53467221274298,"D_rho_0.25","rho = -0.5",1
"1159",0.930625,9.70821373202438,"D_rho_0.25","rho = -0.5",1
"1160",0.8975,8.59265782843115,"D_rho_0.25","rho = -0.5",1
"1161",0.923375,9.43714553145401,"D_rho_0.25","rho = -0.5",1
"1162",0.90875,9.17356460940084,"D_rho_0.25","rho = -0.5",1
"1163",0.925625,9.58539136536157,"D_rho_0.25","rho = -0.5",1
"1164",0.928625,9.74414818587211,"D_rho_0.25","rho = -0.5",1
"1165",0.926375,9.70335551078,"D_rho_0.25","rho = -0.5",1
"1166",0.92525,9.56609855255657,"D_rho_0.25","rho = -0.5",1
"1167",0.928,9.65590826124767,"D_rho_0.25","rho = -0.5",1
"1168",0.933375,9.6979780841416,"D_rho_0.25","rho = -0.5",1
"1169",0.9075,9.09565757967055,"D_rho_0.25","rho = -0.5",1
"1170",0.9055,8.95987012093164,"D_rho_0.25","rho = -0.5",1
"1171",0.93625,10.0540094308426,"D_rho_0.25","rho = -0.5",1
"1172",0.889625,8.66230913364901,"D_rho_0.25","rho = -0.5",1
"1173",0.910125,8.9121462520127,"D_rho_0.25","rho = -0.5",1
"1174",0.908375,8.83303662912957,"D_rho_0.25","rho = -0.5",1
"1175",0.9225,9.38216711156061,"D_rho_0.25","rho = -0.5",1
"1176",0.898625,8.90354021057353,"D_rho_0.25","rho = -0.5",1
"1177",0.92375,9.47079483029561,"D_rho_0.25","rho = -0.5",1
"1178",0.92325,9.42409735854207,"D_rho_0.25","rho = -0.5",1
"1179",0.92675,9.50986472146037,"D_rho_0.25","rho = -0.5",1
"1180",0.917875,9.293721414502,"D_rho_0.25","rho = -0.5",1
"1181",0.912875,9.32372060295366,"D_rho_0.25","rho = -0.5",1
"1182",0.917875,9.2482726967688,"D_rho_0.25","rho = -0.5",1
"1183",0.922875,9.57653428818364,"D_rho_0.25","rho = -0.5",1
"1184",0.9225,9.47276422016838,"D_rho_0.25","rho = -0.5",1
"1185",0.9015,8.80387717925371,"D_rho_0.25","rho = -0.5",1
"1186",0.945125,10.2306829710928,"D_rho_0.25","rho = -0.5",1
"1187",0.90425,8.96593750963724,"D_rho_0.25","rho = -0.5",1
"1188",0.929,9.3802037674152,"D_rho_0.25","rho = -0.5",1
"1189",0.92275,9.51640053980346,"D_rho_0.25","rho = -0.5",1
"1190",0.916875,9.14444112601369,"D_rho_0.25","rho = -0.5",1
"1191",0.929,9.65829679216105,"D_rho_0.25","rho = -0.5",1
"1192",0.927125,9.47205875492396,"D_rho_0.25","rho = -0.5",1
"1193",0.932625,9.90926798206119,"D_rho_0.25","rho = -0.5",1
"1194",0.908375,9.30659725760931,"D_rho_0.25","rho = -0.5",1
"1195",0.899,8.64275185086231,"D_rho_0.25","rho = -0.5",1
"1196",0.91825,9.57101445541761,"D_rho_0.25","rho = -0.5",1
"1197",0.929375,9.41411624492937,"D_rho_0.25","rho = -0.5",1
"1198",0.937375,9.91277994158072,"D_rho_0.25","rho = -0.5",1
"1199",0.9235,9.25092146692432,"D_rho_0.25","rho = -0.5",1
"1200",0.908125,8.94720790352295,"D_rho_0.25","rho = -0.5",1
"1201",0.754875,6.28643700954611,"Lei_inexact","rho = -0.5",1
"1202",0.75475,6.09739688582644,"Lei_inexact","rho = -0.5",1
"1203",0.7675,6.50041425480404,"Lei_inexact","rho = -0.5",1
"1204",0.745,6.20229863645933,"Lei_inexact","rho = -0.5",1
"1205",0.77225,6.5801557285705,"Lei_inexact","rho = -0.5",1
"1206",0.744875,6.00023945716614,"Lei_inexact","rho = -0.5",1
"1207",0.746,6.10802078373985,"Lei_inexact","rho = -0.5",1
"1208",0.730625,6.00281723698803,"Lei_inexact","rho = -0.5",1
"1209",0.79775,6.87627316826615,"Lei_inexact","rho = -0.5",1
"1210",0.7315,6.00875911386528,"Lei_inexact","rho = -0.5",1
"1211",0.75225,6.25980202583751,"Lei_inexact","rho = -0.5",1
"1212",0.709875,5.7797115653839,"Lei_inexact","rho = -0.5",1
"1213",0.781625,6.79125639741379,"Lei_inexact","rho = -0.5",1
"1214",0.7295,5.97425837201353,"Lei_inexact","rho = -0.5",1
"1215",0.755875,6.22265351017759,"Lei_inexact","rho = -0.5",1
"1216",0.716625,5.79498960877423,"Lei_inexact","rho = -0.5",1
"1217",0.76,6.38836840053646,"Lei_inexact","rho = -0.5",1
"1218",0.80825,7.36412806888521,"Lei_inexact","rho = -0.5",1
"1219",0.734875,5.90539137454781,"Lei_inexact","rho = -0.5",1
"1220",0.755375,6.30723339106161,"Lei_inexact","rho = -0.5",1
"1221",0.786125,6.75139847681121,"Lei_inexact","rho = -0.5",1
"1222",0.752625,6.31369565207096,"Lei_inexact","rho = -0.5",1
"1223",0.77675,6.66268005705866,"Lei_inexact","rho = -0.5",1
"1224",0.74525,6.16953807091335,"Lei_inexact","rho = -0.5",1
"1225",0.7715,6.39020642743619,"Lei_inexact","rho = -0.5",1
"1226",0.742875,6.22468662343596,"Lei_inexact","rho = -0.5",1
"1227",0.785875,6.77843705703982,"Lei_inexact","rho = -0.5",1
"1228",0.777375,6.83878771745358,"Lei_inexact","rho = -0.5",1
"1229",0.766375,6.66030152740105,"Lei_inexact","rho = -0.5",1
"1230",0.732375,5.89964800792484,"Lei_inexact","rho = -0.5",1
"1231",0.77675,6.55662706266978,"Lei_inexact","rho = -0.5",1
"1232",0.783,6.62445457932901,"Lei_inexact","rho = -0.5",1
"1233",0.744625,6.15386655400353,"Lei_inexact","rho = -0.5",1
"1234",0.74375,6.05855942476556,"Lei_inexact","rho = -0.5",1
"1235",0.72175,5.81802437055917,"Lei_inexact","rho = -0.5",1
"1236",0.721,5.67963603440546,"Lei_inexact","rho = -0.5",1
"1237",0.768375,6.5925224534857,"Lei_inexact","rho = -0.5",1
"1238",0.74525,5.94908640528437,"Lei_inexact","rho = -0.5",1
"1239",0.761125,6.47505987757391,"Lei_inexact","rho = -0.5",1
"1240",0.760125,6.39052181357747,"Lei_inexact","rho = -0.5",1
"1241",0.783875,6.69050377004635,"Lei_inexact","rho = -0.5",1
"1242",0.75625,6.26191340786621,"Lei_inexact","rho = -0.5",1
"1243",0.74325,6.11094885706629,"Lei_inexact","rho = -0.5",1
"1244",0.677375,5.40502479583784,"Lei_inexact","rho = -0.5",1
"1245",0.729375,5.9249883983153,"Lei_inexact","rho = -0.5",1
"1246",0.738625,6.15562498335124,"Lei_inexact","rho = -0.5",1
"1247",0.746125,6.03576174006557,"Lei_inexact","rho = -0.5",1
"1248",0.76725,6.55115199601362,"Lei_inexact","rho = -0.5",1
"1249",0.770375,6.58877689872735,"Lei_inexact","rho = -0.5",1
"1250",0.76875,6.41323162204517,"Lei_inexact","rho = -0.5",1
"1251",0.986625,13.8946882695714,"Lei_exact","rho = -0.5",1
"1252",0.9915,14.0729130634755,"Lei_exact","rho = -0.5",1
"1253",0.979125,12.6972609130911,"Lei_exact","rho = -0.5",1
"1254",0.991875,14.2322234699897,"Lei_exact","rho = -0.5",1
"1255",0.993125,14.5157560261422,"Lei_exact","rho = -0.5",1
"1256",0.98775,13.4169094578488,"Lei_exact","rho = -0.5",1
"1257",0.988,13.2953822833725,"Lei_exact","rho = -0.5",1
"1258",0.990125,13.8511379110587,"Lei_exact","rho = -0.5",1
"1259",0.98725,13.3482983711507,"Lei_exact","rho = -0.5",1
"1260",0.97975,12.7195397887645,"Lei_exact","rho = -0.5",1
"1261",0.987875,13.9614173018541,"Lei_exact","rho = -0.5",1
"1262",0.9865,13.3369771225729,"Lei_exact","rho = -0.5",1
"1263",0.98875,13.3526751402395,"Lei_exact","rho = -0.5",1
"1264",0.988125,13.7379995478477,"Lei_exact","rho = -0.5",1
"1265",0.9865,13.4281928085551,"Lei_exact","rho = -0.5",1
"1266",0.9805,12.9283050324578,"Lei_exact","rho = -0.5",1
"1267",0.986875,13.4154082279068,"Lei_exact","rho = -0.5",1
"1268",0.99525,15.1038121118544,"Lei_exact","rho = -0.5",1
"1269",0.990375,13.9460298956248,"Lei_exact","rho = -0.5",1
"1270",0.986375,13.4165118120964,"Lei_exact","rho = -0.5",1
"1271",0.992625,14.7346406525264,"Lei_exact","rho = -0.5",1
"1272",0.9795,12.5675075254107,"Lei_exact","rho = -0.5",1
"1273",0.988125,13.6344690819093,"Lei_exact","rho = -0.5",1
"1274",0.986375,13.3794149678014,"Lei_exact","rho = -0.5",1
"1275",0.991,14.1275932464423,"Lei_exact","rho = -0.5",1
"1276",0.9935,14.8989689094125,"Lei_exact","rho = -0.5",1
"1277",0.983375,13.1460188139437,"Lei_exact","rho = -0.5",1
"1278",0.990125,13.7420209518989,"Lei_exact","rho = -0.5",1
"1279",0.99,14.550793148071,"Lei_exact","rho = -0.5",1
"1280",0.989125,13.8082415265463,"Lei_exact","rho = -0.5",1
"1281",0.98825,13.9801103591172,"Lei_exact","rho = -0.5",1
"1282",0.985,13.0905558070402,"Lei_exact","rho = -0.5",1
"1283",0.97325,11.9498762807304,"Lei_exact","rho = -0.5",1
"1284",0.99,13.6718295322545,"Lei_exact","rho = -0.5",1
"1285",0.984125,12.9811847881999,"Lei_exact","rho = -0.5",1
"1286",0.9895,13.4969746715441,"Lei_exact","rho = -0.5",1
"1287",0.98875,13.7135900780418,"Lei_exact","rho = -0.5",1
