"copula","marginal","rho","d","rep","coverage","ci"
"gaussian","gaussian",-0.75,1,45,0.909222222222222,FALSE
"gaussian","gaussian",-0.75,1,46,0.847555555555556,FALSE
"gaussian","gaussian",-0.75,1,47,0.918333333333333,FALSE
"gaussian","gaussian",-0.75,1,48,0.888777777777778,FALSE
"gaussian","gaussian",-0.75,1,49,0.860444444444444,FALSE
"gaussian","gaussian",-0.75,1,50,0.921777777777778,FALSE
"gaussian","gaussian",-0.5,1,1,0.903,FALSE
"gaussian","gaussian",-0.5,1,2,0.886333333333333,FALSE
"gaussian","gaussian",-0.5,1,3,0.837666666666667,FALSE
"gaussian","gaussian",-0.5,1,4,0.866888888888889,FALSE
"gaussian","gaussian",-0.5,1,5,0.868222222222222,FALSE
"gaussian","gaussian",-0.5,1,6,0.878333333333333,FALSE
"gaussian","gaussian",-0.5,1,7,0.892111111111111,FALSE
"gaussian","gaussian",-0.5,1,8,0.874555555555556,FALSE
"gaussian","gaussian",-0.5,1,9,0.919888888888889,FALSE
"gaussian","gaussian",-0.5,1,10,0.888888888888889,FALSE
"gaussian","gaussian",-0.5,1,11,0.891222222222222,FALSE
"gaussian","gaussian",-0.5,1,12,0.894222222222222,FALSE
"gaussian","gaussian",-0.5,1,13,0.881444444444444,FALSE
"gaussian","gaussian",-0.5,1,14,0.897333333333333,FALSE
"gaussian","gaussian",-0.5,1,15,0.915222222222222,FALSE
"gaussian","gaussian",-0.5,1,16,0.891,FALSE
"gaussian","gaussian",-0.5,1,17,0.898,FALSE
"gaussian","gaussian",-0.5,1,18,0.934333333333333,FALSE
"gaussian","gaussian",-0.5,1,19,0.878111111111111,FALSE
"gaussian","gaussian",-0.5,1,20,0.892555555555556,FALSE
"gaussian","gaussian",-0.5,1,21,0.910333333333333,FALSE
"gaussian","gaussian",-0.5,1,22,0.878333333333333,FALSE
"gaussian","gaussian",-0.5,1,23,0.901,FALSE
"gaussian","gaussian",-0.5,1,24,0.902222222222222,FALSE
"gaussian","gaussian",-0.5,1,25,0.939333333333333,FALSE
"gaussian","gaussian",-0.5,1,26,0.886111111111111,FALSE
"gaussian","gaussian",-0.5,1,27,0.899444444444444,FALSE
"gaussian","gaussian",-0.5,1,28,0.896444444444444,FALSE
"gaussian","gaussian",-0.5,1,29,0.905888888888889,FALSE
"gaussian","gaussian",-0.5,1,30,0.809333333333333,FALSE
"gaussian","gaussian",-0.5,1,31,0.919666666666667,FALSE
"gaussian","gaussian",-0.5,1,32,0.831777777777778,FALSE
"gaussian","gaussian",-0.5,1,33,0.908111111111111,FALSE
"gaussian","gaussian",-0.5,1,34,0.907444444444444,FALSE
"gaussian","gaussian",-0.5,1,35,0.922888888888889,FALSE
"gaussian","gaussian",-0.5,1,36,0.908222222222222,FALSE
"gaussian","gaussian",-0.5,1,37,0.899555555555556,FALSE
"gaussian","gaussian",-0.5,1,38,0.909444444444444,FALSE
"gaussian","gaussian",-0.5,1,39,0.902,FALSE
"gaussian","gaussian",-0.5,1,40,0.918222222222222,FALSE
"gaussian","gaussian",-0.5,1,41,0.874444444444444,FALSE
"gaussian","gaussian",-0.5,1,42,0.888777777777778,FALSE
"gaussian","gaussian",-0.5,1,43,0.89,FALSE
"gaussian","gaussian",-0.5,1,44,0.857666666666667,FALSE
"gaussian","gaussian",-0.5,1,45,0.836333333333333,FALSE
"gaussian","gaussian",-0.5,1,46,0.943888888888889,FALSE
"gaussian","gaussian",-0.5,1,47,0.895888888888889,FALSE
"gaussian","gaussian",-0.5,1,48,0.926777777777778,FALSE
"gaussian","gaussian",-0.5,1,49,0.919444444444444,FALSE
"gaussian","gaussian",-0.5,1,50,0.910555555555556,FALSE
"gaussian","gaussian",-0.25,1,1,0.891888888888889,FALSE
"gaussian","gaussian",-0.25,1,2,0.886666666666667,FALSE
"gaussian","gaussian",-0.25,1,3,0.920444444444444,FALSE
"gaussian","gaussian",-0.25,1,4,0.908,FALSE
"gaussian","gaussian",-0.25,1,5,0.904111111111111,FALSE
"gaussian","gaussian",-0.25,1,6,0.856,FALSE
"gaussian","gaussian",-0.25,1,7,0.938444444444444,FALSE
"gaussian","gaussian",-0.25,1,8,0.913444444444444,FALSE
"gaussian","gaussian",-0.25,1,9,0.902777777777778,FALSE
"gaussian","gaussian",-0.25,1,10,0.891222222222222,FALSE
"gaussian","gaussian",-0.25,1,11,0.946,FALSE
"gaussian","gaussian",-0.25,1,12,0.884777777777778,FALSE
"gaussian","gaussian",-0.25,1,13,0.884222222222222,FALSE
"gaussian","gaussian",-0.25,1,14,0.903666666666667,FALSE
"gaussian","gaussian",-0.25,1,15,0.924333333333333,FALSE
"gaussian","gaussian",-0.25,1,16,0.906,FALSE
"gaussian","gaussian",-0.25,1,17,0.909333333333333,FALSE
"gaussian","gaussian",-0.25,1,18,0.887555555555556,FALSE
"gaussian","gaussian",-0.25,1,19,0.911444444444444,FALSE
"gaussian","gaussian",-0.25,1,20,0.882555555555556,FALSE
"gaussian","gaussian",-0.25,1,21,0.918333333333333,FALSE
"gaussian","gaussian",-0.25,1,22,0.896222222222222,FALSE
"gaussian","gaussian",-0.25,1,23,0.916444444444444,FALSE
"gaussian","gaussian",-0.25,1,24,0.906222222222222,FALSE
"gaussian","gaussian",-0.25,1,25,0.861444444444444,FALSE
"gaussian","gaussian",-0.25,1,26,0.900555555555556,FALSE
"gaussian","gaussian",-0.25,1,27,0.877777777777778,FALSE
"gaussian","gaussian",-0.25,1,28,0.871444444444444,FALSE
"gaussian","gaussian",-0.25,1,29,0.895666666666667,FALSE
"gaussian","gaussian",-0.25,1,30,0.892777777777778,FALSE
"gaussian","gaussian",-0.25,1,31,0.918111111111111,FALSE
"gaussian","gaussian",-0.25,1,32,0.887777777777778,FALSE
"gaussian","gaussian",-0.25,1,33,0.85,FALSE
"gaussian","gaussian",-0.25,1,34,0.860777777777778,FALSE
"gaussian","gaussian",-0.25,1,35,0.900222222222222,FALSE
"gaussian","gaussian",-0.25,1,36,0.898777777777778,FALSE
"gaussian","gaussian",-0.25,1,37,0.906444444444444,FALSE
"gaussian","gaussian",-0.25,1,38,0.884111111111111,FALSE
"gaussian","gaussian",-0.25,1,39,0.879222222222222,FALSE
"gaussian","gaussian",-0.25,1,40,0.893777777777778,FALSE
"gaussian","gaussian",-0.25,1,41,0.854555555555556,FALSE
"gaussian","gaussian",-0.25,1,42,0.915777777777778,FALSE
"gaussian","gaussian",-0.25,1,43,0.911333333333333,FALSE
"gaussian","gaussian",-0.25,1,44,0.910444444444444,FALSE
"gaussian","gaussian",-0.25,1,45,0.906777777777778,FALSE
"gaussian","gaussian",-0.25,1,46,0.902,FALSE
"gaussian","gaussian",-0.25,1,47,0.911,FALSE
"gaussian","gaussian",-0.25,1,48,0.902111111111111,FALSE
"gaussian","gaussian",-0.25,1,49,0.909555555555556,FALSE
"gaussian","gaussian",-0.25,1,50,0.855555555555556,FALSE
"gaussian","gaussian",0,1,1,0.921888888888889,FALSE
"gaussian","gaussian",0,1,2,0.906444444444444,FALSE
"gaussian","gaussian",0,1,3,0.874777777777778,FALSE
"gaussian","gaussian",0,1,4,0.884666666666667,FALSE
"gaussian","gaussian",0,1,5,0.869777777777778,FALSE
"gaussian","gaussian",0,1,6,0.857111111111111,FALSE
"gaussian","gaussian",0,1,7,0.912666666666667,FALSE
"gaussian","gaussian",0,1,8,0.913555555555556,FALSE
"gaussian","gaussian",0,1,9,0.881444444444444,FALSE
"gaussian","gaussian",0,1,10,0.888555555555556,FALSE
"gaussian","gaussian",0,1,11,0.887555555555556,FALSE
"gaussian","gaussian",0,1,12,0.889666666666667,FALSE
"gaussian","gaussian",0,1,13,0.859222222222222,FALSE
"gaussian","gaussian",0,1,14,0.876666666666667,FALSE
"gaussian","gaussian",0,1,15,0.924777777777778,FALSE
"gaussian","gaussian",0,1,16,0.881333333333333,FALSE
"gaussian","gaussian",0,1,17,0.939222222222222,FALSE
"gaussian","gaussian",0,1,18,0.894888888888889,FALSE
"gaussian","gaussian",0,1,19,0.915,FALSE
"gaussian","gaussian",0,1,20,0.924777777777778,FALSE
"gaussian","gaussian",0,1,21,0.926777777777778,FALSE
"gaussian","gaussian",0,1,22,0.882555555555556,FALSE
"gaussian","gaussian",0,1,23,0.909333333333333,FALSE
"gaussian","gaussian",0,1,24,0.903222222222222,FALSE
"gaussian","gaussian",0,1,25,0.904,FALSE
"gaussian","gaussian",0,1,26,0.897,FALSE
"gaussian","gaussian",0,1,27,0.931777777777778,FALSE
"gaussian","gaussian",0,1,28,0.846777777777778,FALSE
"gaussian","gaussian",0,1,29,0.899888888888889,FALSE
"gaussian","gaussian",0,1,30,0.902777777777778,FALSE
"gaussian","gaussian",0,1,31,0.937666666666667,FALSE
"gaussian","gaussian",0,1,32,0.907888888888889,FALSE
"gaussian","gaussian",0,1,33,0.904555555555556,FALSE
"gaussian","gaussian",0,1,34,0.854111111111111,FALSE
"gaussian","gaussian",0,1,35,0.894,FALSE
"gaussian","gaussian",0,1,36,0.934666666666667,FALSE
"gaussian","gaussian",0,1,37,0.885888888888889,FALSE
"gaussian","gaussian",0,1,38,0.916888888888889,FALSE
"gaussian","gaussian",0,1,39,0.913777777777778,FALSE
"gaussian","gaussian",0,1,40,0.917666666666667,FALSE
"gaussian","gaussian",0,1,41,0.925,FALSE
"gaussian","gaussian",0,1,42,0.888111111111111,FALSE
"gaussian","gaussian",0,1,43,0.873444444444444,FALSE
"gaussian","gaussian",0,1,44,0.875222222222222,FALSE
"gaussian","gaussian",0,1,45,0.907333333333333,FALSE
"gaussian","gaussian",0,1,46,0.918,FALSE
"gaussian","gaussian",0,1,47,0.890777777777778,FALSE
"gaussian","gaussian",0,1,48,0.900888888888889,FALSE
"gaussian","gaussian",0,1,49,0.890666666666667,FALSE
"gaussian","gaussian",0,1,50,0.919888888888889,FALSE
"gaussian","gaussian",0.25,1,1,0.850888888888889,FALSE
"gaussian","gaussian",0.25,1,2,0.853888888888889,FALSE
"gaussian","gaussian",0.25,1,3,0.908,FALSE
"gaussian","gaussian",0.25,1,4,0.877888888888889,FALSE
"gaussian","gaussian",0.25,1,5,0.850555555555556,FALSE
"gaussian","gaussian",0.25,1,6,0.909555555555556,FALSE
"gaussian","gaussian",0.25,1,7,0.855444444444444,FALSE
"gaussian","gaussian",0.25,1,8,0.906111111111111,FALSE
"gaussian","gaussian",0.25,1,9,0.853666666666667,FALSE
"gaussian","gaussian",0.25,1,10,0.9,FALSE
"gaussian","gaussian",0.25,1,11,0.857666666666667,FALSE
"gaussian","gaussian",0.25,1,12,0.936888888888889,FALSE
"gaussian","gaussian",0.25,1,13,0.919666666666667,FALSE
"gaussian","gaussian",0.25,1,14,0.908222222222222,FALSE
"gaussian","gaussian",0.25,1,15,0.892222222222222,FALSE
"gaussian","gaussian",0.25,1,16,0.917111111111111,FALSE
"gaussian","gaussian",0.25,1,17,0.896333333333333,FALSE
"gaussian","gaussian",0.25,1,18,0.873444444444444,FALSE
"gaussian","gaussian",0.25,1,19,0.931555555555556,FALSE
"gaussian","gaussian",0.25,1,20,0.901,FALSE
"gaussian","gaussian",0.25,1,21,0.850555555555556,FALSE
"gaussian","gaussian",0.25,1,22,0.909777777777778,FALSE
"gaussian","gaussian",0.25,1,23,0.921666666666667,FALSE
"gaussian","gaussian",0.25,1,24,0.902777777777778,FALSE
"gaussian","gaussian",0.25,1,25,0.920666666666667,FALSE
"gaussian","gaussian",0.25,1,26,0.867888888888889,FALSE
"gaussian","gaussian",0.25,1,27,0.903222222222222,FALSE
"gaussian","gaussian",0.25,1,28,0.948555555555556,FALSE
"gaussian","gaussian",0.25,1,29,0.915555555555556,FALSE
"gaussian","gaussian",0.25,1,30,0.856777777777778,FALSE
"gaussian","gaussian",0.25,1,31,0.894333333333333,FALSE
"gaussian","gaussian",0.25,1,32,0.917666666666667,FALSE
"gaussian","gaussian",0.25,1,33,0.882444444444444,FALSE
"gaussian","gaussian",0.25,1,34,0.887666666666667,FALSE
"gaussian","gaussian",0.25,1,35,0.857333333333333,FALSE
"gaussian","gaussian",0.25,1,36,0.918,FALSE
"gaussian","gaussian",0.25,1,37,0.940333333333333,FALSE
"gaussian","gaussian",0.25,1,38,0.920777777777778,FALSE
"gaussian","gaussian",0.25,1,39,0.940444444444444,FALSE
"gaussian","gaussian",0.25,1,40,0.871555555555556,FALSE
"gaussian","gaussian",0.25,1,41,0.840222222222222,FALSE
"gaussian","gaussian",0.25,1,42,0.886222222222222,FALSE
"gaussian","gaussian",0.25,1,43,0.931222222222222,FALSE
"gaussian","gaussian",0.25,1,44,0.900555555555556,FALSE
"gaussian","gaussian",0.25,1,45,0.866777777777778,FALSE
"gaussian","gaussian",0.25,1,46,0.940333333333333,FALSE
"gaussian","gaussian",0.25,1,47,0.889444444444444,FALSE
"gaussian","gaussian",0.25,1,48,0.883444444444444,FALSE
"gaussian","gaussian",0.25,1,49,0.912666666666667,FALSE
"gaussian","gaussian",0.25,1,50,0.874111111111111,FALSE
"gaussian","gaussian",0.5,1,1,0.955777777777778,FALSE
"gaussian","gaussian",0.5,1,2,0.897222222222222,FALSE
"gaussian","gaussian",0.5,1,3,0.890555555555556,FALSE
"gaussian","gaussian",0.5,1,4,0.845444444444444,FALSE
"gaussian","gaussian",0.5,1,5,0.908222222222222,FALSE
"gaussian","gaussian",0.5,1,6,0.886555555555556,FALSE
"gaussian","gaussian",0.5,1,7,0.890222222222222,FALSE
"gaussian","gaussian",0.5,1,8,0.897,FALSE
"gaussian","gaussian",0.5,1,9,0.893333333333333,FALSE
"gaussian","gaussian",0.5,1,10,0.783333333333333,FALSE
"gaussian","gaussian",0.5,1,11,0.867444444444444,FALSE
"gaussian","gaussian",0.5,1,12,0.865444444444444,FALSE
"gaussian","gaussian",0.5,1,13,0.892444444444444,FALSE
"gaussian","gaussian",0.5,1,14,0.902777777777778,FALSE
"gaussian","gaussian",0.5,1,15,0.853555555555556,FALSE
"gaussian","gaussian",0.5,1,16,0.919555555555556,FALSE
"gaussian","gaussian",0.5,1,17,0.883777777777778,FALSE
"gaussian","gaussian",0.5,1,18,0.879444444444444,FALSE
"gaussian","gaussian",0.5,1,19,0.887666666666667,FALSE
"gaussian","gaussian",0.5,1,20,0.908555555555556,FALSE
"gaussian","gaussian",0.5,1,21,0.898666666666667,FALSE
"gaussian","gaussian",0.5,1,22,0.866777777777778,FALSE
"gaussian","gaussian",0.5,1,23,0.893111111111111,FALSE
"gaussian","gaussian",0.5,1,24,0.903222222222222,FALSE
"gaussian","gaussian",0.5,1,25,0.9,FALSE
"gaussian","gaussian",0.5,1,26,0.903555555555556,FALSE
"gaussian","gaussian",0.5,1,27,0.895111111111111,FALSE
"gaussian","gaussian",0.5,1,28,0.893444444444444,FALSE
"gaussian","gaussian",0.5,1,29,0.854666666666667,FALSE
"gaussian","gaussian",0.5,1,30,0.879111111111111,FALSE
"gaussian","gaussian",0.5,1,31,0.903333333333333,FALSE
"gaussian","gaussian",0.5,1,32,0.938555555555556,FALSE
"gaussian","gaussian",0.5,1,33,0.899,FALSE
"gaussian","gaussian",0.5,1,34,0.930777777777778,FALSE
"gaussian","gaussian",0.5,1,35,0.872222222222222,FALSE
"gaussian","gaussian",0.5,1,36,0.901888888888889,FALSE
"gaussian","gaussian",0.5,1,37,0.934444444444444,FALSE
"gaussian","gaussian",0.5,1,38,0.901,FALSE
"gaussian","gaussian",0.5,1,39,0.854444444444444,FALSE
"gaussian","gaussian",0.5,1,40,0.874,FALSE
"gaussian","gaussian",0.5,1,41,0.900777777777778,FALSE
"gaussian","gaussian",0.5,1,42,0.911777777777778,FALSE
"gaussian","gaussian",0.5,1,43,0.951444444444444,FALSE
"gaussian","gaussian",0.5,1,44,0.895444444444444,FALSE
"gaussian","gaussian",0.5,1,45,0.859444444444444,FALSE
"gaussian","gaussian",0.5,1,46,0.912111111111111,FALSE
"gaussian","gaussian",0.5,1,47,0.932888888888889,FALSE
"gaussian","gaussian",0.5,1,48,0.935222222222222,FALSE
"gaussian","gaussian",0.5,1,49,0.933444444444444,FALSE
"gaussian","gaussian",0.5,1,50,0.905888888888889,FALSE
"gaussian","gaussian",0.75,1,1,0.922444444444444,FALSE
"gaussian","gaussian",0.75,1,2,0.903111111111111,FALSE
"gaussian","gaussian",0.75,1,3,0.929666666666667,FALSE
"gaussian","gaussian",0.75,1,4,0.842555555555556,FALSE
"gaussian","gaussian",0.75,1,5,0.869888888888889,FALSE
"gaussian","gaussian",0.75,1,6,0.882888888888889,FALSE
"gaussian","gaussian",0.75,1,7,0.893333333333333,FALSE
"gaussian","gaussian",0.75,1,8,0.858222222222222,FALSE
"gaussian","gaussian",0.75,1,9,0.911444444444444,FALSE
"gaussian","gaussian",0.75,1,10,0.916444444444444,FALSE
"gaussian","gaussian",0.75,1,11,0.892111111111111,FALSE
"gaussian","gaussian",0.75,1,12,0.905666666666667,FALSE
"gaussian","gaussian",0.75,1,13,0.864111111111111,FALSE
"gaussian","gaussian",0.75,1,14,0.889111111111111,FALSE
"gaussian","gaussian",0.75,1,15,0.930222222222222,FALSE
"gaussian","gaussian",0.75,1,16,0.840444444444444,FALSE
"gaussian","gaussian",0.75,1,17,0.924888888888889,FALSE
"gaussian","gaussian",0.75,1,18,0.822444444444444,FALSE
"gaussian","gaussian",0.75,1,19,0.936333333333333,FALSE
"gaussian","gaussian",0.75,1,20,0.903333333333333,FALSE
"gaussian","gaussian",0.75,1,21,0.93,FALSE
"gaussian","gaussian",0.75,1,22,0.870888888888889,FALSE
"gaussian","gaussian",0.75,1,23,0.926,FALSE
"gaussian","gaussian",0.75,1,24,0.882666666666667,FALSE
"gaussian","gaussian",0.75,1,25,0.860666666666667,FALSE
"gaussian","gaussian",0.75,1,26,0.914666666666667,FALSE
"gaussian","gaussian",0.75,1,27,0.866333333333333,FALSE
"gaussian","gaussian",0.75,1,28,0.856555555555556,FALSE
"gaussian","gaussian",0.75,1,29,0.864444444444444,FALSE
"gaussian","gaussian",0.75,1,30,0.979,FALSE
"gaussian","gaussian",0.75,1,31,0.867333333333333,FALSE
"gaussian","gaussian",0.75,1,32,0.927666666666667,FALSE
"gaussian","gaussian",0.75,1,33,0.919666666666667,FALSE
"gaussian","gaussian",0.75,1,34,0.891777777777778,FALSE
"gaussian","gaussian",0.75,1,35,0.850444444444444,FALSE
"gaussian","gaussian",0.75,1,36,0.861333333333333,FALSE
"gaussian","gaussian",0.75,1,37,0.802555555555556,FALSE
"gaussian","gaussian",0.75,1,38,0.896555555555556,FALSE
"gaussian","gaussian",0.75,1,39,0.900555555555556,FALSE
"gaussian","gaussian",0.75,1,40,0.875555555555556,FALSE
"gaussian","gaussian",0.75,1,41,0.924444444444444,FALSE
"gaussian","gaussian",0.75,1,42,0.955888888888889,FALSE
"gaussian","gaussian",0.75,1,43,0.875444444444444,FALSE
"gaussian","gaussian",0.75,1,44,0.874111111111111,FALSE
"gaussian","gaussian",0.75,1,45,0.878888888888889,FALSE
"gaussian","gaussian",0.75,1,46,0.848555555555556,FALSE
"gaussian","gaussian",0.75,1,47,0.809111111111111,FALSE
"gaussian","gaussian",0.75,1,48,0.924888888888889,FALSE
"gaussian","gaussian",0.75,1,49,0.88,FALSE
"gaussian","gaussian",0.75,1,50,0.880444444444444,FALSE
"t","t",-0.75,1,1,0.922777777777778,FALSE
"t","t",-0.75,1,2,0.893666666666667,FALSE
"t","t",-0.75,1,3,0.930777777777778,FALSE
"t","t",-0.75,1,4,0.919333333333333,FALSE
"t","t",-0.75,1,5,0.838555555555556,FALSE
"t","t",-0.75,1,6,0.913666666666667,FALSE
"t","t",-0.75,1,7,0.855,FALSE
"t","t",-0.75,1,8,0.879777777777778,FALSE
"t","t",-0.75,1,9,0.905,FALSE
"t","t",-0.75,1,10,0.886222222222222,FALSE
"t","t",-0.75,1,11,0.864888888888889,FALSE
"t","t",-0.75,1,12,0.870666666666667,FALSE
"t","t",-0.75,1,13,0.886555555555556,FALSE
"t","t",-0.75,1,14,0.912555555555556,FALSE
"t","t",-0.75,1,15,0.909555555555556,FALSE
"t","t",-0.75,1,16,0.918333333333333,FALSE
"t","t",-0.75,1,17,0.900444444444444,FALSE
"t","t",-0.75,1,18,0.880111111111111,FALSE
"t","t",-0.75,1,19,0.923222222222222,FALSE
"t","t",-0.75,1,20,0.914444444444444,FALSE
"t","t",-0.75,1,21,0.907888888888889,FALSE
"t","t",-0.75,1,22,0.946222222222222,FALSE
"t","t",-0.75,1,23,0.914555555555556,FALSE
"t","t",-0.75,1,24,0.918777777777778,FALSE
"t","t",-0.75,1,25,0.878555555555556,FALSE
"t","t",-0.75,1,26,0.899777777777778,FALSE
"t","t",-0.75,1,27,0.872222222222222,FALSE
"t","t",-0.75,1,28,0.865111111111111,FALSE
"t","t",-0.75,1,29,0.888111111111111,FALSE
"t","t",-0.75,1,30,0.903444444444444,FALSE
"t","t",-0.75,1,31,0.908666666666667,FALSE
"t","t",-0.75,1,32,0.923,FALSE
"t","t",-0.75,1,33,0.927555555555556,FALSE
"t","t",-0.75,1,34,0.879,FALSE
"t","t",-0.75,1,35,0.919888888888889,FALSE
"t","t",-0.75,1,36,0.913777777777778,FALSE
"t","t",-0.75,1,37,0.920111111111111,FALSE
"t","t",-0.75,1,38,0.916444444444444,FALSE
"t","t",-0.75,1,39,0.879555555555556,FALSE
"t","t",-0.75,1,40,0.939333333333333,FALSE
"t","t",-0.75,1,41,0.890888888888889,FALSE
"t","t",-0.75,1,42,0.909666666666667,FALSE
"t","t",-0.75,1,43,0.929222222222222,FALSE
"t","t",-0.75,1,44,0.897222222222222,FALSE
"t","t",-0.75,1,45,0.891666666666667,FALSE
"t","t",-0.75,1,46,0.901,FALSE
"t","t",-0.75,1,47,0.878555555555556,FALSE
"t","t",-0.75,1,48,0.812,FALSE
"t","t",-0.75,1,49,0.921888888888889,FALSE
"t","t",-0.75,1,50,0.924888888888889,FALSE
"t","t",-0.5,1,1,0.893444444444444,FALSE
"t","t",-0.5,1,2,0.909444444444444,FALSE
"t","t",-0.5,1,3,0.891555555555556,FALSE
"t","t",-0.5,1,4,0.895333333333333,FALSE
"t","t",-0.5,1,5,0.885888888888889,FALSE
"t","t",-0.5,1,6,0.912,FALSE
"t","t",-0.5,1,7,0.875333333333333,FALSE
"t","t",-0.5,1,8,0.947777777777778,FALSE
"t","t",-0.5,1,9,0.905111111111111,FALSE
"t","t",-0.5,1,10,0.872888888888889,FALSE
"t","t",-0.5,1,11,0.883555555555556,FALSE
"t","t",-0.5,1,12,0.868333333333333,FALSE
"t","t",-0.5,1,13,0.932444444444444,FALSE
"t","t",-0.5,1,14,0.903222222222222,FALSE
"t","t",-0.5,1,15,0.877555555555556,FALSE
"t","t",-0.5,1,16,0.910888888888889,FALSE
"t","t",-0.5,1,17,0.939444444444444,FALSE
"t","t",-0.5,1,18,0.925888888888889,FALSE
"t","t",-0.5,1,19,0.878444444444444,FALSE
"t","t",-0.5,1,20,0.889888888888889,FALSE
"t","t",-0.5,1,21,0.920333333333333,FALSE
"t","t",-0.5,1,22,0.919111111111111,FALSE
"t","t",-0.5,1,23,0.915666666666667,FALSE
"t","t",-0.5,1,24,0.925444444444444,FALSE
"t","t",-0.5,1,25,0.906666666666667,FALSE
"t","t",-0.5,1,26,0.896888888888889,FALSE
"t","t",-0.5,1,27,0.904555555555556,FALSE
"t","t",-0.5,1,28,0.862222222222222,FALSE
"t","t",-0.5,1,29,0.865555555555556,FALSE
"t","t",-0.5,1,30,0.892888888888889,FALSE
"t","t",-0.5,1,31,0.935666666666667,FALSE
"t","t",-0.5,1,32,0.864444444444444,FALSE
"t","t",-0.5,1,33,0.890555555555556,FALSE
"t","t",-0.5,1,34,0.859888888888889,FALSE
"t","t",-0.5,1,35,0.911888888888889,FALSE
"t","t",-0.5,1,36,0.909777777777778,FALSE
"t","t",-0.5,1,37,0.89,FALSE
"t","t",-0.5,1,38,0.879777777777778,FALSE
"t","t",-0.5,1,39,0.863111111111111,FALSE
"t","t",-0.5,1,40,0.902222222222222,FALSE
"t","t",-0.5,1,41,0.919,FALSE
"t","t",-0.5,1,42,0.889222222222222,FALSE
"t","t",-0.5,1,43,0.917222222222222,FALSE
"t","t",-0.5,1,44,0.920333333333333,FALSE
"t","t",-0.5,1,45,0.933333333333333,FALSE
"t","t",-0.5,1,46,0.920777777777778,FALSE
"t","t",-0.5,1,47,0.899888888888889,FALSE
"t","t",-0.5,1,48,0.907666666666667,FALSE
"t","t",-0.5,1,49,0.907111111111111,FALSE
"t","t",-0.5,1,50,0.858444444444444,FALSE
"t","t",-0.25,1,1,0.901,FALSE
"t","t",-0.25,1,2,0.873222222222222,FALSE
"t","t",-0.25,1,3,0.873888888888889,FALSE
"t","t",-0.25,1,4,0.909888888888889,FALSE
"t","t",-0.25,1,5,0.928555555555556,FALSE
"t","t",-0.25,1,6,0.878555555555556,FALSE
"t","t",-0.25,1,7,0.874555555555556,FALSE
"t","t",-0.25,1,8,0.909555555555556,FALSE
"t","t",-0.25,1,9,0.914555555555556,FALSE
"t","t",-0.25,1,10,0.884111111111111,FALSE
"t","t",-0.25,1,11,0.852222222222222,FALSE
"t","t",-0.25,1,12,0.923444444444444,FALSE
"t","t",-0.25,1,13,0.886444444444444,FALSE
"t","t",-0.25,1,14,0.888,FALSE
"t","t",-0.25,1,15,0.876888888888889,FALSE
"t","t",-0.25,1,16,0.881333333333333,FALSE
"t","t",-0.25,1,17,0.905666666666667,FALSE
"t","t",-0.25,1,18,0.928777777777778,FALSE
"t","t",-0.25,1,19,0.923222222222222,FALSE
"t","t",-0.25,1,20,0.867111111111111,FALSE
"t","t",-0.25,1,21,0.875333333333333,FALSE
"t","t",-0.25,1,22,0.939444444444444,FALSE
"t","t",-0.25,1,23,0.878444444444444,FALSE
"t","t",-0.25,1,24,0.883666666666667,FALSE
"t","t",-0.25,1,25,0.916444444444444,FALSE
"t","t",-0.25,1,26,0.898555555555556,FALSE
"t","t",-0.25,1,27,0.882555555555556,FALSE
"t","t",-0.25,1,28,0.886666666666667,FALSE
"t","t",-0.25,1,29,0.904888888888889,FALSE
"t","t",-0.25,1,30,0.876555555555556,FALSE
"t","t",-0.25,1,31,0.918888888888889,FALSE
"t","t",-0.25,1,32,0.885555555555556,FALSE
"t","t",-0.25,1,33,0.872333333333333,FALSE
"t","t",-0.25,1,34,0.859111111111111,FALSE
"t","t",-0.25,1,35,0.904,FALSE
"t","t",-0.25,1,36,0.916222222222222,FALSE
"t","t",-0.25,1,37,0.855111111111111,FALSE
"t","t",-0.25,1,38,0.915888888888889,FALSE
"t","t",-0.25,1,39,0.893333333333333,FALSE
"t","t",-0.25,1,40,0.945222222222222,FALSE
"t","t",-0.25,1,41,0.888333333333333,FALSE
"t","t",-0.25,1,42,0.916111111111111,FALSE
"t","t",-0.25,1,43,0.889777777777778,FALSE
"t","t",-0.25,1,44,0.886444444444444,FALSE
"t","t",-0.25,1,45,0.854222222222222,FALSE
"t","t",-0.25,1,46,0.923888888888889,FALSE
"t","t",-0.25,1,47,0.902444444444444,FALSE
"t","t",-0.25,1,48,0.883888888888889,FALSE
"t","t",-0.25,1,49,0.918555555555556,FALSE
"t","t",-0.25,1,50,0.901666666666667,FALSE
"t","t",0,1,1,0.869111111111111,FALSE
"t","t",0,1,2,0.875555555555556,FALSE
"t","t",0,1,3,0.908333333333333,FALSE
"t","t",0,1,4,0.922777777777778,FALSE
"t","t",0,1,5,0.903222222222222,FALSE
"t","t",0,1,6,0.919555555555556,FALSE
"t","t",0,1,7,0.924888888888889,FALSE
"t","t",0,1,8,0.856111111111111,FALSE
"t","t",0,1,9,0.929777777777778,FALSE
"t","t",0,1,10,0.922777777777778,FALSE
"t","t",0,1,11,0.861,FALSE
"t","t",0,1,12,0.891555555555556,FALSE
