"","Coverage","Width","Method","Rho"
"1229",0.816326530612245,11.0142633317559,"Lei_inexact","rho = -0.5"
"1230",0.72108843537415,4.15045896513603,"Lei_inexact","rho = -0.5"
"1231",0.870748299319728,6.46267112566228,"Lei_inexact","rho = -0.5"
"1232",0.82312925170068,7.26720259639232,"Lei_inexact","rho = -0.5"
"1233",0.836734693877551,8.88898976424874,"Lei_inexact","rho = -0.5"
"1234",0.891156462585034,5.71522356790581,"Lei_inexact","rho = -0.5"
"1235",0.850340136054422,4.87958407543301,"Lei_inexact","rho = -0.5"
"1236",0.829931972789116,5.52846502929569,"Lei_inexact","rho = -0.5"
"1237",0.836734693877551,5.93343441119903,"Lei_inexact","rho = -0.5"
"1238",0.802721088435374,4.71435241552804,"Lei_inexact","rho = -0.5"
"1239",0.727891156462585,5.74932084371761,"Lei_inexact","rho = -0.5"
"1240",0.80952380952381,9.72536065007464,"Lei_inexact","rho = -0.5"
"1241",0.843537414965986,10.0564214975046,"Lei_inexact","rho = -0.5"
"1242",0.945578231292517,6.78544307690559,"Lei_inexact","rho = -0.5"
"1243",0.843537414965986,4.42157475072294,"Lei_inexact","rho = -0.5"
"1244",0.748299319727891,7.9332256836007,"Lei_inexact","rho = -0.5"
"1245",0.782312925170068,8.11938076358454,"Lei_inexact","rho = -0.5"
"1246",0.673469387755102,3.65674845812712,"Lei_inexact","rho = -0.5"
"1247",0.802721088435374,4.99753013397196,"Lei_inexact","rho = -0.5"
"1248",0.816326530612245,7.43356314271239,"Lei_inexact","rho = -0.5"
"1249",0.775510204081633,5.86004449414863,"Lei_inexact","rho = -0.5"
"1250",0.761904761904762,9.79203777922602,"Lei_inexact","rho = -0.5"
"1251",1,10.4243628327607,"Lei_exact","rho = -0.5"
"1252",0.965986394557823,52.0393665786319,"Lei_exact","rho = -0.5"
"1253",0.993197278911565,79.8309822310413,"Lei_exact","rho = -0.5"
"1254",1,17.5125494824708,"Lei_exact","rho = -0.5"
"1255",0.986394557823129,48.5069167892221,"Lei_exact","rho = -0.5"
"1256",0.959183673469388,8.68017253613423,"Lei_exact","rho = -0.5"
"1257",0.993197278911565,13.7462796871148,"Lei_exact","rho = -0.5"
"1258",0.993197278911565,10.635700531753,"Lei_exact","rho = -0.5"
"1259",0.993197278911565,27.8193549138587,"Lei_exact","rho = -0.5"
"1260",0.959183673469388,47.3496282639756,"Lei_exact","rho = -0.5"
"1261",0.959183673469388,7.85530767057459,"Lei_exact","rho = -0.5"
"1262",0.993197278911565,11.5335997063306,"Lei_exact","rho = -0.5"
"1263",0.986394557823129,44.818386690931,"Lei_exact","rho = -0.5"
"1264",1,8.94229659958341,"Lei_exact","rho = -0.5"
"1265",1,18.3951720143029,"Lei_exact","rho = -0.5"
"1266",0.965986394557823,36.9136812059187,"Lei_exact","rho = -0.5"
"1267",0.986394557823129,27.807355772992,"Lei_exact","rho = -0.5"
"1268",0.986394557823129,9.83957958087084,"Lei_exact","rho = -0.5"
"1269",1,24.1771394065955,"Lei_exact","rho = -0.5"
"1270",1,62.6969191709043,"Lei_exact","rho = -0.5"
"1271",0.993197278911565,19.3355551596435,"Lei_exact","rho = -0.5"
"1272",1,34.9323055371158,"Lei_exact","rho = -0.5"
"1273",1,16.9153139892796,"Lei_exact","rho = -0.5"
"1274",1,10.4881407734994,"Lei_exact","rho = -0.5"
"1275",1,17.6472964344389,"Lei_exact","rho = -0.5"
"1276",0.986394557823129,9.59228616711187,"Lei_exact","rho = -0.5"
"1277",1,33.6529349976695,"Lei_exact","rho = -0.5"
"1278",0.986394557823129,10.5630795962566,"Lei_exact","rho = -0.5"
"1279",0.993197278911565,34.3794041135981,"Lei_exact","rho = -0.5"
"1280",0.986394557823129,10.0389402345601,"Lei_exact","rho = -0.5"
"1281",1,11.9820406564725,"Lei_exact","rho = -0.5"
"1282",0.993197278911565,34.1625852139184,"Lei_exact","rho = -0.5"
"1283",0.993197278911565,28.2170476356834,"Lei_exact","rho = -0.5"
